IncGeo_BoroughName,ResponseTimeBinary,inner,Latitude,Longitude
WALTHAM FOREST,0,0,51.590038,-0.028817
WALTHAM FOREST,0,0,51.590038,-0.028817
WALTHAM FOREST,0,0,51.5896503385,-0.028736773
WALTHAM FOREST,0,0,51.590038,-0.028817
WALTHAM FOREST,1,0,51.5896141273,-0.0289575959
WALTHAM FOREST,0,0,51.596328,-0.028545
WALTHAM FOREST,0,0,51.598125,-0.028467
WALTHAM FOREST,0,0,51.598125,-0.028467
WALTHAM FOREST,0,0,51.5982297593,-0.029085839
WALTHAM FOREST,0,0,51.6010077888,-0.0284854759
WALTHAM FOREST,1,0,51.6045277677,-0.0286478608
WALTHAM FOREST,0,0,51.6044964557,-0.0278258314
WALTHAM FOREST,1,0,51.6057240626,-0.0281996897
WALTHAM FOREST,1,0,51.608908,-0.028
WALTHAM FOREST,0,0,51.618793,-0.027571
ENFIELD,1,0,51.6566733272,-0.0258997108
ENFIELD,1,0,51.6582933956,-0.0259307869
ENFIELD,1,0,51.6589058611,-0.0256033841
ENFIELD,1,0,51.6615621143,-0.0253349544
ENFIELD,1,0,51.6648450048,-0.0261995757
ENFIELD,1,0,51.6710572626,-0.024909678
ENFIELD,0,0,51.670911,-0.025308
CROYDON,0,0,51.341095,-0.03808
CROYDON,0,0,51.3423825685,-0.0378504268
CROYDON,0,0,51.341994,-0.038042
CROYDON,0,0,51.3507981,-0.0380563
CROYDON,0,0,51.3522091079,-0.0381889156
CROYDON,0,0,51.3526854193,-0.0379750242
CROYDON,0,0,51.3538034001,-0.0374050681
CROYDON,1,0,51.3540371252,-0.0378913408
CROYDON,0,0,51.3542236673,-0.0378425161
CROYDON,1,0,51.368055,-0.036928
CROYDON,0,0,51.37794,-0.036505
BROMLEY,0,0,51.3966040583,-0.0353096934
BROMLEY,1,0,51.39771,-0.035659
BROMLEY,0,0,51.39771,-0.035659
BROMLEY,0,0,51.39771,-0.035659
BROMLEY,0,0,51.398608,-0.03562
BROMLEY,1,0,51.400406,-0.035543
BROMLEY,0,0,51.407754463,-0.0358728819
BROMLEY,0,0,51.407595,-0.035235
BROMLEY,0,0,51.4077476579,-0.035842937
BROMLEY,1,0,51.408493,-0.035197
BROMLEY,1,0,51.4082158262,-0.0348174627
BROMLEY,0,0,51.409392,-0.035158
BROMLEY,1,0,51.409392,-0.035158
BROMLEY,0,0,51.409756294,-0.0348212616
BROMLEY,1,0,51.415682,-0.034889
BROMLEY,0,0,51.418378,-0.034773
BROMLEY,1,0,51.4238686,-0.0350723
LEWISHAM,1,1,51.4300363,-0.0341831
LEWISHAM,1,1,51.4300516862,-0.0342422033
LEWISHAM,0,1,51.4311880076,-0.0338883373
LEWISHAM,0,1,51.4310464303,-0.0337153229
LEWISHAM,0,1,51.4318348,-0.0339106
LEWISHAM,0,1,51.4352228676,-0.0336329932
LEWISHAM,1,1,51.435452,-0.03404
LEWISHAM,0,1,51.4356836915,-0.0339433578
LEWISHAM,0,1,51.4356754,-0.0339471
LEWISHAM,1,1,51.436351,-0.034002
LEWISHAM,0,1,51.4365705144,-0.0336667105
LEWISHAM,1,1,51.436351,-0.034002
LEWISHAM,0,1,51.436351,-0.034002
LEWISHAM,0,1,51.436351,-0.034002
LEWISHAM,1,1,51.437249,-0.033963
LEWISHAM,0,1,51.437249,-0.033963
LEWISHAM,0,1,51.437249,-0.033963
LEWISHAM,0,1,51.437249,-0.033963
LEWISHAM,0,1,51.437249,-0.033963
LEWISHAM,1,1,51.437249,-0.033963
LEWISHAM,0,1,51.437249,-0.033963
LEWISHAM,0,1,51.437249,-0.033963
LEWISHAM,1,1,51.437249,-0.033963
LEWISHAM,1,1,51.4372109339,-0.0344879942
LEWISHAM,0,1,51.438148,-0.033924
LEWISHAM,0,1,51.438148,-0.033924
LEWISHAM,0,1,51.438148,-0.033924
LEWISHAM,0,1,51.438148,-0.033924
LEWISHAM,0,1,51.4386845453,-0.0341898259
LEWISHAM,0,1,51.4386266588,-0.0332993988
LEWISHAM,1,1,51.441743,-0.03377
LEWISHAM,0,1,51.441743,-0.03377
LEWISHAM,0,1,51.442641,-0.033732
LEWISHAM,0,1,51.4431660119,-0.0338387446
LEWISHAM,0,1,51.44354,-0.033693
LEWISHAM,0,1,51.444438,-0.033654
LEWISHAM,1,1,51.447134,-0.033538
LEWISHAM,0,1,51.452526,-0.033307
LEWISHAM,0,1,51.452526,-0.033307
LEWISHAM,0,1,51.454323,-0.03323
LEWISHAM,0,1,51.454323,-0.03323
LEWISHAM,0,1,51.459715,-0.032998
LEWISHAM,1,1,51.459715,-0.032998
LEWISHAM,0,1,51.462411,-0.032882
LEWISHAM,0,1,51.462411,-0.032882
LEWISHAM,0,1,51.462411,-0.032882
LEWISHAM,0,1,51.46331,-0.032843
LEWISHAM,0,1,51.464208,-0.032805
LEWISHAM,1,1,51.465107,-0.032766
LEWISHAM,1,1,51.466904,-0.032689
LEWISHAM,1,1,51.467803,-0.03265
LEWISHAM,0,1,51.4696,-0.032573
LEWISHAM,0,1,51.471397,-0.032495
LEWISHAM,0,1,51.473194,-0.032418
LEWISHAM,0,1,51.474093,-0.032379
LEWISHAM,0,1,51.474093,-0.032379
LEWISHAM,0,1,51.474093,-0.032379
LEWISHAM,1,1,51.474093,-0.032379
LEWISHAM,0,1,51.474992,-0.032341
LEWISHAM,0,1,51.4763633905,-0.0320572717
LEWISHAM,1,1,51.476431511,-0.0316627647
LEWISHAM,0,1,51.4770099335,-0.031835751
LEWISHAM,0,1,51.4770163,-0.0318387
LEWISHAM,0,1,51.4770143021,-0.031845657
LEWISHAM,1,1,51.4770060166,-0.0318527433
LEWISHAM,0,1,51.4770287736,-0.0318315747
LEWISHAM,0,1,51.4766965397,-0.0327022101
LEWISHAM,0,1,51.478586,-0.032186
LEWISHAM,0,1,51.4789649,-0.0316683
LEWISHAM,1,1,51.478586,-0.032186
LEWISHAM,0,1,51.478586,-0.032186
LEWISHAM,0,1,51.478586,-0.032186
LEWISHAM,1,1,51.479485,-0.032147
LEWISHAM,0,1,51.4796666121,-0.0319350432
LEWISHAM,0,1,51.4796623386,-0.0317856902
LEWISHAM,1,1,51.479485,-0.032147
LEWISHAM,0,1,51.479485,-0.032147
LEWISHAM,0,1,51.480383,-0.032109
LEWISHAM,1,1,51.480383,-0.032109
LEWISHAM,0,1,51.480383,-0.032109
LEWISHAM,0,1,51.480383,-0.032109
LEWISHAM,0,1,51.480383,-0.032109
LEWISHAM,0,1,51.480383,-0.032109
LEWISHAM,0,1,51.4825681133,-0.0319941826
LEWISHAM,0,1,51.482181,-0.032031
LEWISHAM,0,1,51.483079,-0.031993
LEWISHAM,0,1,51.483079,-0.031993
LEWISHAM,0,1,51.483079,-0.031993
LEWISHAM,0,1,51.483079,-0.031993
LEWISHAM,0,1,51.483079,-0.031993
LEWISHAM,0,1,51.483079,-0.031993
LEWISHAM,0,1,51.4841745169,-0.0315728003
LEWISHAM,0,1,51.483860202,-0.0322675012
LEWISHAM,0,1,51.4848563,-0.0322643
LEWISHAM,0,1,51.485775,-0.031876
LEWISHAM,0,1,51.485775,-0.031876
LEWISHAM,1,1,51.485775,-0.031876
LEWISHAM,0,1,51.485775,-0.031876
LEWISHAM,0,1,51.4858918097,-0.0321404045
LEWISHAM,0,1,51.487572,-0.031799
LEWISHAM,0,1,51.487572,-0.031799
LEWISHAM,0,1,51.487572,-0.031799
LEWISHAM,1,1,51.489369,-0.031722
LEWISHAM,0,1,51.489369,-0.031722
LEWISHAM,0,1,51.490268,-0.031683
LEWISHAM,1,1,51.491167,-0.031644
LEWISHAM,0,1,51.491167,-0.031644
LEWISHAM,0,1,51.491167,-0.031644
LEWISHAM,0,1,51.491167,-0.031644
LEWISHAM,0,1,51.491167,-0.031644
LEWISHAM,0,1,51.491167,-0.031644
LEWISHAM,1,1,51.490960364,-0.031299881
LEWISHAM,0,1,51.4922240447,-0.0319134563
TOWER HAMLETS,0,1,51.5086389629,-0.031146953
TOWER HAMLETS,0,1,51.509139,-0.03087
